Goroutine	Total		Execution time	Block time (preempted)	Block time (syscall)	Sched wait time	Syscall execution time	Unknown time
3258	7.134690752s		787.16672ms	0s	0s	6.347524032s	0s	0s
3157	7.125835392s		785.72928ms	0s	0s	6.340106112s	0s	0s
3056	7.026313088s		788.17568ms	0s	0s	6.238137408s	0s	0s
2955	6.944176192s		786.123521ms	0s	0s	6.158052671s	0s	0s
2437	6.667711808s		788.551552ms	0s	0s	5.879160256s	0s	0s
413	6.600435328s		787.81184ms	0s	0s	5.812623488s	0s	0s
2854	6.566525696s		787.169536ms	0s	0s	5.77935616s	0s	0s
312	6.563504768s		786.43456ms	0s	0s	5.777070208s	0s	0s
2753	6.55134656s		786.949248ms	0s	0s	5.764397312s	0s	0s
2332	6.485587776s		786.699968ms	0s	0s	5.698887808s	0s	0s
2231	4.856340672s		793.061568ms	0s	0s	4.063279104s	0s	0s
2130	4.718894144s		793.751297ms	0s	0s	3.925142847s	0s	0s
2029	4.215358144s		810.9072ms	0s	0s	3.404450944s	0s	0s
1928	4.096669824s		795.522112ms	0s	0s	3.301147712s	0s	0s
1827	4.034620992s		800.575808ms	0s	0s	3.234045184s	0s	0s
1625	3.960270208s		799.273408ms	0s	0s	3.1609968s	0s	0s
1019	3.948254784s		816.062912ms	0s	0s	3.132191872s	0s	0s
1322	3.940858816s		800.009664ms	0s	0s	3.140849152s	0s	0s
1221	3.926697664s		803.665666ms	0s	0s	3.123031998s	0s	0s
1726	3.924604544s		797.066816ms	0s	0s	3.127537728s	0s	0s
1524	3.888856768s		804.986944ms	0s	0s	3.083869824s	0s	0s
1423	3.816793472s		796.62656ms	0s	0s	3.020166912s	0s	0s
716	3.79159712s		804.512128ms	0s	0s	2.987084992s	0s	0s
1120	3.73793792s		795.624384ms	0s	0s	2.942313536s	0s	0s
918	3.7202s		800.184832ms	0s	0s	2.920015168s	0s	0s
817	3.498279936s		797.333184ms	0s	0s	2.700946752s	0s	0s
